세부항목,규제내용,컴플라이언스,매핑ID,매핑여부(직접매핑/해당없음),감사가능,감사방법(AWS 콘솔/CLI),권장해결(요약),,,,
정정·삭제 미이행으로 인한 PII 축적·확산에 따른 유출,정정·삭제 요청 또는 보존기간 준수가 되지 않아 불필요 PII가 계속 축적되고 노출 범위가 확대됨,SAGE-Threat,4.0-01;4.0-02;4.0-03;4.0-04;4.0-07;9.0-01;9.0-03;9.0-04;9.0-05;9.0-06;9.0-07;code 4.0-06,직접매핑,예,AWS 콘솔/CLI,보존·백업·파기 정책 자동화
모델 버전 관리 누락,모델 배포·업데이트 이력·버전이 없으면 어느 버전이 서비스 중인지 불명확해 롤백·책임 추적이나 취약 모델 재배포(악의적 포함)가 가능할 수 있음,SAGE-Threat,16.0-01;16.0-02;16.0-03;16.0-05;3.0-01;6.0-01;6.0-02;6.0-05;6.0-07,직접매핑,예,AWS 콘솔/CLI,로깅·감사·무결성 보호 활성화 / 모델/컨테이너 무결성·버전 관리 / 변경관리/승인 기반 CI/CD
불법 데이터 소스 사용,출처 검증 없이 비인가·불법 데이터 소스 사용 시 저작권·프라이버시·규제 위반 데이터가 포함되어 법적·윤리적 위험을 초래. 모든 데이터 출처 기록·검증 체계 필요.,SAGE-Threat,5.0-01;5.0-02;5.0-03;5.0-04;5.0-05;5.0-06;5.0-07,직접매핑,예,AWS 콘솔/CLI,데이터 품질·라인리지·카탈로그 강화
정정·삭제 미반영으로 부정확한 PII 유지 (36번이랑 합체가능),데이터 정정·삭제 요청이 반영되지 않으면 부정확·불필요한 개인정보가 잔존해 파이프라인 전반을 오염시킴.,SAGE-Threat,16.0-01;16.0-02;16.0-03;16.0-05;3.0-01;4.0-01;4.0-02;4.0-03;4.0-04;4.0-07;9.0-01;9.0-03;9.0-04;9.0-05;9.0-06;9.0-07;code 4.0-06,직접매핑,예,AWS 콘솔/CLI,로깅·감사·무결성 보호 활성화 / 보존·백업·파기 정책 자동화 / 변경관리/승인 기반 CI/CD
기계판독 사본 미제공으로 권리 불이행,정보주체 요청 시 CSV/JSON 등 데이터 제공 포맷 미지원으로 인해 개인정보를 제공하지 못할 경우 규제 위반 위험 발생.,SAGE-Threat,12.0-01;12.0-02;12.0-03;12.0-04;12.0-05;5.0-05,직접매핑,예,AWS 콘솔/CLI,데이터 품질·라인리지·카탈로그 강화 / 네트워크 경계 강화·사설 경로 사용
개선 사항 미적용(지속적 개선 부재),반복적 문제에도 개선 조치 미적용으로 동일 취약점이 재발하는 구조적 문제,SAGE-Threat,,해당없음,아니오,-,정책·표준 수립 필요(해당 매핑 항목 없음)
장애 이력 미관리로 인한 동일 장애 반복,장애 기록·원인 분석 미흡으로 동일 문제가 재발,SAGE-Threat,,해당없음,아니오,-,정책·표준 수립 필요(해당 매핑 항목 없음)
시정조치 미이행 시 규제 제재 위험,"규제기관 요구 위반 시 자동 시정조치·알림이 필요하며, 미흡할 경우 제재 발생.",SAGE-Threat,,해당없음,아니오,-,정책·표준 수립 필요(해당 매핑 항목 없음)
자동 차단 오탐으로 서비스 차단,차단 정책 부정확으로 정상 서비스까지 차단될 수 있음,SAGE-Threat,7.0-03;8.0-03;8.0-04;8.0-05,직접매핑,예,AWS 콘솔/CLI,보안 모니터링·탐지/알림 / 네트워크 경계 강화·사설 경로 사용
식별자 공유·추측으로 인한 계정 도용 및 추적 불가,약한 계정 정책(추측 가능한 ID)·공유계정 관행은 계정 도용과 추적 불가로 이어짐. 고유 ID·강한 규칙·활동 추적 필요.,SAGE-Threat,1.0-01;1.0-02;1.0-03;1.0-04;1.0-05;1.0-06;8.0-01,직접매핑,예,AWS 콘솔/CLI,최소권한·계정보호·SCP 적용 / 네트워크 경계 강화·사설 경로 사용
미검증 변경의 프로덕션 반영,테스트·검증 없이 프로덕션 반영 시 예측 오류·서비스 장애·보안 결함 발생 위험.,SAGE-Threat,11.0-01;11.0-02;11.0-03;11.0-04;16.0-01;16.0-02;16.0-03;16.0-05;3.0-01,직접매핑,예,AWS 콘솔/CLI,로깅·감사·무결성 보호 활성화 / 환경 분리·테넌시 격리·마스킹 / 변경관리/승인 기반 CI/CD



